trumpApprove,commonweight,birthyr,gender,race,hispanic,educ,region,age_bin,gender_bin,race_bin,educ_bin,party_id,inputstate
1,0.590813630415641,1980,1,2,2,2,4,30-44,Male,Black,H.S. or less,2,6
0,0.684765663899439,1954,2,2,2,5,3,65+,Female,Black,College degree,3,37
1,0.29646755894358,1961,2,1,2,2,2,45-64,Female,White,H.S. or less,1,20
0,1.00801507686651,1965,1,3,NA,4,4,45-64,Male,Hispanic,Some college,3,6
1,1.00809895815975,1995,2,1,2,2,1,18-29,Female,White,H.S. or less,2,42
0,1.31007690142623,1990,1,1,2,5,3,30-44,Male,White,College degree,3,40
0,0.424918767216104,1978,2,1,2,3,3,30-44,Female,White,Some college,2,40
0,0.456388190150835,1957,2,1,2,2,1,45-64,Female,White,H.S. or less,1,9
1,0.914210010266216,1964,2,1,2,2,2,45-64,Female,White,H.S. or less,2,29
0,0.521047054807989,1955,2,2,2,5,2,65+,Female,Black,College degree,1,19
1,0.481840014877972,1965,2,1,2,2,4,45-64,Female,White,H.S. or less,2,4
0,0.533835167008895,1948,2,3,NA,6,3,65+,Female,Hispanic,Postgraduate,1,48
1,0.401647626528138,1953,1,3,NA,5,3,65+,Male,Hispanic,College degree,1,12
0,1.86379824595412,1980,1,2,2,6,3,30-44,Male,Black,Postgraduate,1,12
1,2.14505421699234,1985,1,3,NA,4,3,30-44,Male,Hispanic,Some college,2,48
0,0.283597490093275,1987,2,1,2,2,3,30-44,Female,White,H.S. or less,1,54
0,0.260978992801953,1965,2,1,2,2,2,45-64,Female,White,H.S. or less,1,26
1,0.446910452614984,1950,2,7,2,2,2,65+,Female,Other,H.S. or less,3,55
0,0.180284839460251,1940,1,3,NA,5,4,65+,Male,Hispanic,College degree,3,49
0,0.455751468491528,1965,2,2,2,3,1,45-64,Female,Black,Some college,1,36
0,0.508574752197655,1984,2,1,2,5,4,30-44,Female,White,College degree,1,6
0,0.432872393096967,1964,2,2,2,3,4,45-64,Female,Black,Some college,1,6
0,1.3766502845574e-4,1970,2,3,NA,6,3,45-64,Female,Hispanic,Postgraduate,1,45
0,0.750047830978658,1961,2,2,2,4,2,45-64,Female,Black,Some college,1,26
0,1.19729840761264,1976,1,2,2,5,3,30-44,Male,Black,College degree,1,22
0,0.2550696902097,1973,1,2,2,5,4,45-64,Male,Black,College degree,3,32
0,7.67849989262675,1993,1,1,2,5,2,18-29,Male,White,College degree,3,31
0,0.763409509513022,1983,2,1,2,3,2,30-44,Female,White,Some college,1,17
1,2.92731469670402,1997,1,3,NA,3,2,18-29,Male,Hispanic,Some college,3,39
0,0.755303094496341,1951,2,2,2,4,3,65+,Female,Black,Some college,3,51
0,0.229038070573052,1951,2,2,2,5,3,65+,Female,Black,College degree,1,51
0,0.911935396093011,1983,2,1,2,3,4,30-44,Female,White,Some college,3,49
0,2.53706902848023,1973,2,1,2,2,1,45-64,Female,White,H.S. or less,3,36
0,0.634451967264869,1994,2,2,2,2,4,18-29,Female,Black,H.S. or less,1,53
0,0.447929820907164,1950,2,2,2,5,4,65+,Female,Black,College degree,1,6
0,0.575919377208559,1951,2,2,2,3,3,65+,Female,Black,Some college,1,24
1,1.18451310014507,1966,2,1,2,2,4,45-64,Female,White,H.S. or less,3,30
1,0.492756544480494,1962,2,1,2,2,1,45-64,Female,White,H.S. or less,2,36
0,0.358981469401931,1952,1,2,2,5,3,65+,Male,Black,College degree,1,12
0,0.690856971491891,1999,1,1,2,2,2,18-29,Male,White,H.S. or less,4,26
1,3.05643605461047,1952,1,2,2,3,3,65+,Male,Black,Some college,2,12
1,0.584228570389407,1985,2,1,2,3,3,30-44,Female,White,Some college,3,5
1,0.498627524676787,2000,2,1,2,2,1,18-29,Female,White,H.S. or less,3,50
0,0.536010763487884,1948,2,1,2,2,1,65+,Female,White,H.S. or less,1,34
0,0.602471397114721,1954,1,2,2,3,3,65+,Male,Black,Some college,1,48
0,0.551198615480072,1985,2,3,NA,1,3,30-44,Female,Hispanic,H.S. or less,5,13
1,1.79816700719017,1987,1,1,2,2,2,30-44,Male,White,H.S. or less,2,39
1,0.626952159518772,1962,2,1,2,2,4,45-64,Female,White,H.S. or less,2,6
0,0.388824064102575,1991,2,1,2,4,4,18-29,Female,White,Some college,3,8
0,0.395555909279539,1977,2,1,2,4,3,30-44,Female,White,Some college,1,48
1,3.35542926633958,1999,2,2,2,2,3,18-29,Female,Black,H.S. or less,5,37
1,0.431485256018824,1992,1,2,1,2,1,18-29,Male,Hispanic,H.S. or less,5,36
1,0.177442031800546,1950,2,3,NA,6,3,65+,Female,Hispanic,Postgraduate,2,45
1,1.02041415129872,1986,2,1,2,3,3,30-44,Female,White,Some college,2,12
0,0.627542643727696,1944,1,1,2,2,2,65+,Male,White,H.S. or less,1,39
1,3.45448872299514,1999,1,1,2,2,1,18-29,Male,White,H.S. or less,5,42
1,0.613768929304253,1988,1,1,2,2,1,30-44,Male,White,H.S. or less,2,34
1,0.204236403167199,1987,2,4,1,5,1,30-44,Female,Hispanic,College degree,3,34
0,0.74664248837854,1986,2,1,2,3,4,30-44,Female,White,Some college,1,32
0,0.522435509126677,1962,2,1,2,2,3,45-64,Female,White,H.S. or less,3,1
1,0.492756544480494,1961,2,1,2,2,1,45-64,Female,White,H.S. or less,2,36
1,0.97128224940108,1990,1,1,2,4,1,30-44,Male,White,Some college,2,42
1,1.21358591863884,1992,1,1,2,5,4,18-29,Male,White,College degree,2,6
0,0.590726613521626,1990,2,2,2,5,1,30-44,Female,Black,College degree,1,9
0,0.529655647010718,1951,1,1,2,2,1,65+,Male,White,H.S. or less,1,25
1,0.711709433966733,2001,2,1,2,3,1,18-29,Female,White,Some college,3,25
0,1.3099597483028,1985,2,2,2,2,2,30-44,Female,Black,H.S. or less,1,18
0,1.09465959063714,1999,2,3,NA,3,4,18-29,Female,Hispanic,Some college,1,6
1,3.26063923431343,1955,2,3,NA,2,3,65+,Female,Hispanic,H.S. or less,2,48
0,1.2065217866749,1970,2,3,NA,5,4,45-64,Female,Hispanic,College degree,3,4
0,0.979415665276149,1992,2,1,2,3,1,18-29,Female,White,Some college,1,36
0,0.52326605111145,1960,2,2,2,5,3,45-64,Female,Black,College degree,1,5
0,0.705344288262072,1988,2,1,2,5,4,30-44,Female,White,College degree,1,49
0,0.382006900071637,1994,2,1,2,5,3,18-29,Female,White,College degree,1,12
0,0.794672379002025,1971,2,1,2,2,3,45-64,Female,White,H.S. or less,1,24
1,1.43210079828478,1961,2,1,2,2,3,45-64,Female,White,H.S. or less,2,40
0,0.28755579856242097,1996,2,1,2,2,2,18-29,Female,White,H.S. or less,1,39
0,0.517309227699494,1989,2,3,NA,2,4,30-44,Female,Hispanic,H.S. or less,3,6
0,1.3688703863387,1995,1,1,2,2,2,18-29,Male,White,H.S. or less,3,18
0,0.381314096796014,1983,2,1,2,2,1,30-44,Female,White,H.S. or less,3,36
0,0.220243644501357,1953,1,3,NA,6,4,65+,Male,Hispanic,Postgraduate,1,6
0,6.10053373436707,1972,1,2,2,2,3,45-64,Male,Black,H.S. or less,1,12
0,0.576210470988757,1970,2,1,2,2,3,45-64,Female,White,H.S. or less,1,48
0,0.385033717078527,2001,2,1,2,2,1,18-29,Female,White,H.S. or less,3,42
1,0.517690965186779,1969,2,1,2,2,3,45-64,Female,White,H.S. or less,2,21
0,3.53937929848279,2001,2,1,2,2,4,18-29,Female,White,H.S. or less,5,49
1,1.05831292777583,1962,2,1,2,2,4,45-64,Female,White,H.S. or less,3,6
0,0.496263008936905,1965,2,5,2,2,1,45-64,Female,Other,H.S. or less,1,34
1,0.490338213362115,1951,2,2,2,3,3,65+,Female,Black,Some college,3,12
0,0.934962700912406,1979,2,2,2,2,1,30-44,Female,Black,H.S. or less,1,34
0,0.620349521600029,1967,2,2,2,4,3,45-64,Female,Black,Some college,1,37
1,2.61931214123389,1981,1,1,2,2,3,30-44,Male,White,H.S. or less,2,21
0,1.73890404999867,1992,1,1,2,2,2,18-29,Male,White,H.S. or less,5,26
1,1.02521109876565,1990,2,1,2,4,1,30-44,Female,White,Some college,5,36
0,0.175116843775522,2000,2,1,2,2,3,18-29,Female,White,H.S. or less,3,21
0,2.97892092972954,1971,2,2,2,1,1,45-64,Female,Black,H.S. or less,1,36
0,0.729039358819673,1985,2,2,2,2,3,30-44,Female,Black,H.S. or less,1,48
0,0.420476613911302,1943,2,2,2,6,3,65+,Female,Black,Postgraduate,1,37
1,0.809298485088282,1986,2,1,2,2,2,30-44,Female,White,H.S. or less,2,39
1,0.417871455283457,1984,2,1,2,2,1,30-44,Female,White,H.S. or less,2,42
0,0.718773352683984,1969,2,1,2,2,3,45-64,Female,White,H.S. or less,1,40
0,1.60492536751289,1988,1,1,1,2,4,30-44,Male,Hispanic,H.S. or less,3,35
0,0.210206902283461,2000,2,1,2,1,2,18-29,Female,White,H.S. or less,1,19
0,1.78397363386829,2000,1,1,1,2,1,18-29,Male,Hispanic,H.S. or less,1,25
1,1.11294865053617,1980,2,1,2,5,3,30-44,Female,White,College degree,3,12
0,0.395776477227213,1963,2,2,2,5,2,45-64,Female,Black,College degree,1,17
0,0.879000716540525,1960,2,2,2,5,3,45-64,Female,Black,College degree,1,48
1,1.40357086027742,1987,2,1,2,4,2,30-44,Female,White,Some college,2,27
0,0.485771402182918,1977,2,1,2,3,2,30-44,Female,White,Some college,1,29
0,0.46558166512579,1980,2,1,2,4,1,30-44,Female,White,Some college,1,36
0,2.51588841793696,2000,1,1,2,1,2,18-29,Male,White,H.S. or less,3,29
0,0.722129654278442,1988,1,1,2,5,3,30-44,Male,White,College degree,1,12
0,0.709652082427859,1988,2,1,2,3,2,30-44,Female,White,Some college,1,26
1,0.890396937439342,1992,1,3,NA,5,4,18-29,Male,Hispanic,College degree,2,6
1,1.14668812669738,1990,2,2,2,2,3,30-44,Female,Black,H.S. or less,3,12
0,0.780387813570952,1999,2,1,2,2,3,18-29,Female,White,H.S. or less,5,12
1,0.813067666620499,1978,2,1,2,2,2,30-44,Female,White,H.S. or less,3,17
0,0.826086605421506,1981,2,1,2,5,4,30-44,Female,White,College degree,1,41
1,1.17884194968631,1976,1,1,2,3,1,30-44,Male,White,Some college,2,36
0,2.43708801797334,1983,1,1,1,2,4,30-44,Male,Hispanic,H.S. or less,3,16
0,0.762423886246695,1998,2,1,2,2,1,18-29,Female,White,H.S. or less,1,9
0,0.810708487279518,1980,2,1,2,5,2,30-44,Female,White,College degree,3,18
0,2.44428436929729,1983,2,3,NA,1,4,30-44,Female,Hispanic,H.S. or less,1,6
1,0.626459545733846,1968,2,1,2,2,3,45-64,Female,White,H.S. or less,2,13
1,1.60298298558443,2002,2,2,2,1,3,18-29,Female,Black,H.S. or less,2,21
0,0.441596416853099,1946,2,1,2,2,4,65+,Female,White,H.S. or less,1,8
0,0.297704839073698,1995,2,1,2,5,3,18-29,Female,White,College degree,1,24
0,0.310778802074374,1954,2,2,2,5,3,65+,Female,Black,College degree,1,24
0,1.84750666547621,1980,1,3,NA,2,3,30-44,Male,Hispanic,H.S. or less,3,48
0,0.93187020980655,1949,2,2,2,3,1,65+,Female,Black,Some college,1,36
0,0.792568912754206,1944,1,1,2,2,2,65+,Male,White,H.S. or less,1,55
0,2.4220124720273,1957,2,3,NA,1,1,45-64,Female,Hispanic,H.S. or less,1,36
1,0.560973126129747,1990,2,1,2,2,3,30-44,Female,White,H.S. or less,2,48
0,0.540068951606302,2002,2,1,2,3,4,18-29,Female,White,Some college,1,6
1,1.27332782065565,1996,1,2,2,4,2,18-29,Male,Black,Some college,1,39
0,0.34584676787262,1977,2,1,2,3,3,30-44,Female,White,Some college,3,1
0,0.744365958619816,1981,2,1,2,5,3,30-44,Female,White,College degree,1,1
1,1.19839927149868,1986,2,4,2,5,4,30-44,Female,Asian,College degree,2,53
1,0.986493006918917,1971,1,1,2,2,2,45-64,Male,White,H.S. or less,2,39
1,1.70700896484049,1963,1,1,2,2,2,45-64,Male,White,H.S. or less,4,29
0,0.161353767969798,1993,2,2,2,6,2,18-29,Female,Black,Postgraduate,3,26
1,0.779402863348286,1989,2,1,2,5,3,30-44,Female,White,College degree,2,37
1,1.4699484939894,1977,1,1,2,5,4,30-44,Male,White,College degree,2,49
0,0.383700635236546,1970,2,1,2,2,4,45-64,Female,White,H.S. or less,4,41
0,0.303923178747038,1956,1,2,2,6,4,45-64,Male,Black,Postgraduate,1,4
1,0.845829467512659,1960,2,1,2,2,2,45-64,Female,White,H.S. or less,2,39
0,0.638084273351872,1972,2,3,NA,5,3,45-64,Female,Hispanic,College degree,1,12
0,0.559665482352773,1998,2,1,2,2,2,18-29,Female,White,H.S. or less,1,26
1,1.09401504485487,1980,2,1,2,4,2,30-44,Female,White,Some college,1,17
0,0.790066072876229,1951,2,2,2,4,3,65+,Female,Black,Some college,1,37
0,0.486155064086736,2000,2,2,2,2,3,18-29,Female,Black,H.S. or less,5,12
0,1.25760412894881,1978,2,1,2,5,1,30-44,Female,White,College degree,1,25
0,0.419964490656823,1992,2,1,2,2,2,18-29,Female,White,H.S. or less,1,26
0,0.354626061730356,1970,2,1,2,2,2,45-64,Female,White,H.S. or less,2,17
1,1.43591994656463,1951,2,1,2,2,3,65+,Female,White,H.S. or less,2,40
0,0.26564778251781,2000,2,1,2,2,2,18-29,Female,White,H.S. or less,5,55
0,0.421348531267706,1966,2,1,2,2,3,45-64,Female,White,H.S. or less,1,21
0,0.803600142508797,1985,1,1,2,2,3,30-44,Male,White,H.S. or less,1,37
1,0.520492375392397,1966,2,1,2,2,2,45-64,Female,White,H.S. or less,2,26
0,0.212693517241427,1984,2,1,2,2,1,30-44,Female,White,H.S. or less,3,42
0,0.385149658497372,1979,1,2,2,5,1,30-44,Male,Black,College degree,2,25
0,0.687187244688549,1998,2,2,2,2,4,18-29,Female,Black,H.S. or less,3,4
1,1.39352218205218,1981,2,1,2,4,4,30-44,Female,White,Some college,2,6
1,3.90604882287354,1991,1,1,2,2,4,18-29,Male,White,H.S. or less,3,35
1,1.56025829803645,1968,2,3,NA,2,3,45-64,Female,Hispanic,H.S. or less,3,48
0,1.24022506779344,1953,2,1,2,2,4,65+,Female,White,H.S. or less,5,53
0,0.70073235592986,1967,2,1,2,2,4,45-64,Female,White,H.S. or less,5,53
1,12.5393284893725,1994,2,1,2,4,1,18-29,Female,White,Some college,3,33
0,0.576968732892369,1941,2,2,2,5,3,65+,Female,Black,College degree,1,48
0,0.510885682996045,1997,1,1,2,2,1,18-29,Male,White,H.S. or less,3,34
1,0.250275833168825,1992,2,1,2,2,2,18-29,Female,White,H.S. or less,2,26
0,0.544485404898527,1966,2,2,2,3,3,45-64,Female,Black,Some college,1,48
1,0.836047569783911,1936,1,2,2,6,3,65+,Male,Black,Postgraduate,4,12
0,0.479460162026109,1948,2,2,2,3,3,65+,Female,Black,Some college,1,12
0,0.299186560207334,1961,2,2,2,3,1,45-64,Female,Black,Some college,1,36
0,0.816140499319375,1988,1,1,2,5,3,30-44,Male,White,College degree,3,40
1,0.590106392825865,1975,2,1,2,5,3,45-64,Female,White,College degree,2,5
1,1.09242664980332,1994,2,1,2,3,2,18-29,Female,White,Some college,2,18
0,0.777168054021406,1987,2,1,2,5,3,30-44,Female,White,College degree,2,24
1,0.734944705645465,1959,2,1,2,2,3,45-64,Female,White,H.S. or less,3,12
0,0.213063987472356,1970,2,1,2,2,3,45-64,Female,White,H.S. or less,3,48
1,1.35291993040232,1984,1,1,2,5,3,30-44,Male,White,College degree,2,48
0,1.02476638350739,1995,2,1,2,5,1,18-29,Female,White,College degree,2,36
0,1.86847540917656,1999,1,1,2,3,2,18-29,Male,White,Some college,3,26
1,0.994160430857181,1953,2,3,NA,5,3,65+,Female,Hispanic,College degree,2,12
0,0.325546570694231,1961,2,1,2,2,3,45-64,Female,White,H.S. or less,1,21
0,1.32236840136895,1980,1,1,2,2,4,30-44,Male,White,H.S. or less,1,53
0,0.584900983128334,1980,2,1,2,3,4,30-44,Female,White,Some college,1,8
0,0.337487679417978,1944,1,3,NA,5,4,65+,Male,Hispanic,College degree,1,41
0,0.259133517269873,1945,2,1,2,2,4,65+,Female,White,H.S. or less,1,8
1,0.750102006082553,1976,1,1,2,5,1,30-44,Male,White,College degree,2,36
1,1.15678942163152,1972,1,1,2,2,3,45-64,Male,White,H.S. or less,3,21
1,1.20185677738043,1990,2,6,2,4,4,30-44,Female,Other,Some college,3,53
1,0.255448483384841,1985,2,1,2,3,4,30-44,Female,White,Some college,2,4
0,0.423740177374812,1998,2,1,2,2,4,18-29,Female,White,H.S. or less,1,4
0,0.956321033757292,1993,1,1,2,6,2,18-29,Male,White,Postgraduate,1,27
0,1.03856814417405,1980,1,1,2,3,4,30-44,Male,White,Some college,3,4
0,0.763409509513022,1981,2,1,2,3,2,30-44,Female,White,Some college,1,17
0,1.05793121313886,1958,1,1,2,2,2,45-64,Male,White,H.S. or less,1,39
0,0.776887922065009,1993,1,3,NA,3,3,18-29,Male,Hispanic,Some college,3,47
1,0.433140256419756,1941,2,1,2,2,1,65+,Female,White,H.S. or less,2,34
1,10.6485960512395,1998,1,1,2,5,4,18-29,Male,White,College degree,2,6
0,0.552402967390511,1981,2,1,2,2,3,30-44,Female,White,H.S. or less,5,12
0,0.220243644501357,1943,1,3,NA,6,4,65+,Male,Hispanic,Postgraduate,3,6
1,0.399472985881955,2002,2,3,NA,2,3,18-29,Female,Hispanic,H.S. or less,2,48
1,0.629950449764218,2000,2,1,2,2,2,18-29,Female,White,H.S. or less,3,26
0,0.693353210442134,1978,1,1,2,4,3,30-44,Male,White,Some college,3,45
0,1.4701064894648599,1963,1,3,NA,2,4,45-64,Male,Hispanic,H.S. or less,3,8
0,0.53890586223236,1985,2,1,2,5,2,30-44,Female,White,College degree,3,19
0,1.23548742821778,1991,2,1,2,4,2,18-29,Female,White,Some college,3,29
0,0.565984063664008,1988,2,1,2,5,2,30-44,Female,White,College degree,2,55
1,0.188097410326197,1996,2,1,2,5,4,18-29,Female,White,College degree,2,49
0,1.06455304116949,1976,1,1,2,2,2,30-44,Male,White,H.S. or less,1,39
0,0.888213683852883,2002,2,1,1,2,1,18-29,Female,Hispanic,H.S. or less,5,36
1,0.651984713916104,1969,2,1,2,2,1,45-64,Female,White,H.S. or less,3,42
1,0.612512481612606,1960,2,1,2,2,1,45-64,Female,White,H.S. or less,2,34
0,0.715224738813423,1988,2,1,2,3,3,30-44,Female,White,Some college,3,48
0,0.906634487262898,1988,2,1,2,5,1,30-44,Female,White,College degree,1,9
0,0.623211299534982,1962,2,3,NA,5,1,45-64,Female,Hispanic,College degree,4,34
0,0.813512465326148,1998,1,2,2,3,2,18-29,Male,Black,Some college,2,17
0,0.608343354498499,1979,2,1,2,5,2,30-44,Female,White,College degree,4,18
0,0.684507704628464,1947,1,2,2,6,3,65+,Male,Black,Postgraduate,1,24
0,0.479460162026109,1945,2,2,2,4,3,65+,Female,Black,Some college,3,12
0,0.661181175051449,1999,1,2,2,2,3,18-29,Male,Black,H.S. or less,3,47
0,1.42311769760484,1985,1,1,2,5,2,30-44,Male,White,College degree,1,31
0,0.51546705079167,1985,1,1,2,3,4,30-44,Male,White,Some college,2,4
0,0.401857318494222,1977,2,2,2,2,2,30-44,Female,Black,H.S. or less,1,26
0,0.723030733423313,1957,2,2,2,3,2,45-64,Female,Black,Some college,1,17
0,1.39651535000557,1978,2,1,2,5,3,30-44,Female,White,College degree,2,48
0,0.587488419230863,1954,2,2,2,3,3,65+,Female,Black,Some college,1,47
0,0.636748622541358,1989,2,2,2,6,4,30-44,Female,Black,Postgraduate,4,6
1,2.11682558938049,1995,1,1,1,2,2,18-29,Male,Hispanic,H.S. or less,2,55
0,0.839439501848915,1983,2,3,NA,2,3,30-44,Female,Hispanic,H.S. or less,5,48
1,1.24527640786867,1989,2,1,2,5,3,30-44,Female,White,College degree,2,12
1,0.0742592369919585,1951,1,3,NA,5,1,65+,Male,Hispanic,College degree,3,42
0,0.212130085756099,2000,2,1,2,2,3,18-29,Female,White,H.S. or less,3,22
0,0.806952781771934,1987,1,1,2,5,3,30-44,Male,White,College degree,1,12
1,2.12085642713891,1969,2,4,2,2,1,45-64,Female,Asian,H.S. or less,2,25
0,0.489384196139039,1975,2,2,2,4,2,45-64,Female,Black,Some college,1,26
0,0.411449669335309,1965,2,1,2,2,1,45-64,Female,White,H.S. or less,1,36
0,0.197287870939881,1948,2,2,2,5,3,65+,Female,Black,College degree,3,24
0,0.66542326640317,1977,2,1,2,3,3,30-44,Female,White,Some college,1,12
1,1.20076392962586,1986,1,4,2,6,4,30-44,Male,Asian,Postgraduate,2,6
0,0.24741297886231,1992,2,1,2,2,2,18-29,Female,White,H.S. or less,1,55
0,0.836441085081405,1949,1,1,2,2,1,65+,Male,White,H.S. or less,3,36
0,0.51050018872421,1978,1,4,2,5,3,30-44,Male,Asian,College degree,3,48
0,0.340048905435421,1967,2,1,2,2,4,45-64,Female,White,H.S. or less,3,53
1,1.28219617285129,1984,1,1,2,2,2,30-44,Male,White,H.S. or less,2,29
1,0.701061597271307,1995,1,1,2,5,3,18-29,Male,White,College degree,2,48
1,1.28625026711884,1979,2,1,2,5,3,30-44,Female,White,College degree,2,37
0,0.182990230368414,1995,2,2,2,2,3,18-29,Female,Black,H.S. or less,1,48
0,0.805932546817456,1984,2,1,2,5,1,30-44,Female,White,College degree,1,23
0,0.986378791508067,1981,2,4,2,6,1,30-44,Female,Asian,Postgraduate,1,36
1,0.634697605457436,1970,2,1,2,2,2,45-64,Female,White,H.S. or less,2,39
0,0.809725951768246,1975,2,2,2,5,3,45-64,Female,Black,College degree,4,12
0,0.510672861999927,1984,2,2,2,2,3,30-44,Female,Black,H.S. or less,3,47
1,1.25982184120268,1977,2,1,2,3,2,30-44,Female,White,Some college,2,19
1,0.804278375416479,2000,1,2,2,3,3,18-29,Male,Black,Some college,4,24
0,0.251210168157742,1995,2,1,2,2,2,18-29,Female,White,H.S. or less,5,18
1,0.81479340381692,1974,1,1,2,2,2,45-64,Male,White,H.S. or less,1,17
0,0.306023507264286,1981,2,1,2,3,2,30-44,Female,White,Some college,5,18
0,0.980966433225705,1981,1,4,2,6,4,30-44,Male,Asian,Postgraduate,1,6
0,0.900610157631347,1980,1,1,2,5,1,30-44,Male,White,College degree,2,44
0,0.6325663820421,1997,2,1,2,3,2,18-29,Female,White,Some college,1,17
1,0.880651169235167,1990,1,4,2,4,4,30-44,Male,Asian,Some college,1,6
0,0.21864271922775,1961,2,1,2,2,2,45-64,Female,White,H.S. or less,1,29
1,0.333805791132175,1970,2,1,2,2,1,45-64,Female,White,H.S. or less,2,42
0,0.402827457762336,1978,2,1,2,3,2,30-44,Female,White,Some college,3,20
0,1.14889865324279,1985,2,1,2,3,3,30-44,Female,White,Some college,5,12
0,0.589234014581413,1980,2,2,2,2,2,30-44,Female,Black,H.S. or less,1,39
0,1.38377428997667,1980,1,3,NA,3,3,30-44,Male,Hispanic,Some college,3,48
0,1.96585043807797,1998,2,4,2,1,4,18-29,Female,Asian,H.S. or less,3,6
1,0.481351473767089,1976,2,1,2,2,4,30-44,Female,White,H.S. or less,2,6
0,0.178833276416125,2000,2,2,1,4,1,18-29,Female,Hispanic,Some college,3,23
1,0.180305035156795,1977,2,1,2,2,4,30-44,Female,White,H.S. or less,2,53
0,0.555880143788083,1990,1,1,2,3,2,30-44,Male,White,Some college,3,55
0,0.637193091870308,1982,2,1,2,2,4,30-44,Female,White,H.S. or less,3,32
0,1.25417403214095,1997,1,1,2,2,3,18-29,Male,White,H.S. or less,1,48
0,0.39395024701179,1949,1,1,2,2,1,65+,Male,White,H.S. or less,3,36
0,0.297100832334707,2000,2,1,2,3,2,18-29,Female,White,Some college,3,26
1,1.42145714110298,1945,1,1,2,2,2,65+,Male,White,H.S. or less,3,39
0,2.60074888433391,1963,2,2,2,1,3,45-64,Female,Black,H.S. or less,1,48
0,0.706057432140721,1988,2,1,2,5,1,30-44,Female,White,College degree,1,34
1,0.484751356626453,1988,2,1,2,3,2,30-44,Female,White,Some college,3,39
0,0.213051348247256,1945,1,3,NA,5,4,65+,Male,Hispanic,College degree,1,49
1,1.40258415621337,1995,1,3,NA,3,3,18-29,Male,Hispanic,Some college,1,48
1,1.18450188188788,1988,2,1,2,2,2,30-44,Female,White,H.S. or less,2,17
1,0.734944705645465,1957,2,1,2,2,3,45-64,Female,White,H.S. or less,2,12
0,1.30090651891454,1964,1,1,2,2,4,45-64,Male,White,H.S. or less,3,6
0,0.279410607344086,1989,2,1,2,1,3,30-44,Female,White,H.S. or less,1,5
0,0.329652450214682,1982,1,2,2,3,2,30-44,Male,Black,Some college,1,27
1,1.97294595904041,1980,2,1,2,2,3,30-44,Female,White,H.S. or less,3,37
1,0.666771893780048,1990,1,3,NA,5,3,30-44,Male,Hispanic,College degree,2,12
1,0.734944705645465,1966,2,1,2,2,3,45-64,Female,White,H.S. or less,2,12
0,0.921715839910145,1983,1,1,2,3,3,30-44,Male,White,Some college,1,21
0,0.475142094040937,1936,2,1,2,2,1,65+,Female,White,H.S. or less,1,44
1,0.631589105003031,1985,2,1,2,4,2,30-44,Female,White,Some college,2,55
1,0.489239442005146,1959,2,1,2,2,1,45-64,Female,White,H.S. or less,2,42
0,1.51682764797857,1984,1,1,2,2,3,30-44,Male,White,H.S. or less,3,48
0,0.713912644058476,1979,1,1,2,3,2,30-44,Male,White,Some college,1,46
0,0.466205518201995,1980,1,4,2,6,3,30-44,Male,Asian,Postgraduate,1,51
0,0.93187020980655,1942,2,2,2,4,1,65+,Female,Black,Some college,1,36
1,0.6341129523213,1983,1,2,2,3,2,30-44,Male,Black,Some college,2,55
0,2.39110468052887,1953,2,2,2,6,1,65+,Female,Black,Postgraduate,1,42
0,0.442995107475716,2000,2,1,2,3,1,18-29,Female,White,Some college,4,36
1,2.04942709195441,1978,1,1,2,5,3,30-44,Male,White,College degree,2,47
0,1.73126073124175,1994,1,1,2,4,2,18-29,Male,White,Some college,1,29
0,0.687274597635972,1989,2,1,2,4,3,30-44,Female,White,Some college,3,22
0,0.470826045213864,1931,2,1,2,2,1,65+,Female,White,H.S. or less,1,33
1,1.19702827548514,1990,1,2,2,6,1,30-44,Male,Black,Postgraduate,2,25
1,0.862116126399392,1981,2,1,2,3,3,30-44,Female,White,Some college,5,12
1,0.656943031814887,1978,2,1,2,5,1,30-44,Female,White,College degree,2,34
1,0.823811817202938,1986,1,1,2,5,3,30-44,Male,White,College degree,2,13
1,0.388079151774916,1977,2,1,2,3,3,30-44,Female,White,Some college,3,47
1,0.629950449764218,2000,2,1,2,2,2,18-29,Female,White,H.S. or less,3,26
1,0.826002599601925,1964,1,1,2,2,3,45-64,Male,White,H.S. or less,2,12
1,3.31787881925945,1989,1,2,2,2,3,30-44,Male,Black,H.S. or less,5,40
0,0.940350887376559,1998,1,4,2,5,4,18-29,Male,Asian,College degree,2,6
1,0.430121599102913,1986,1,1,2,4,1,30-44,Male,White,Some college,3,42
0,0.624902316002673,1948,1,1,2,2,3,65+,Male,White,H.S. or less,1,47
0,0.815608943998131,1946,2,1,2,2,1,65+,Female,White,H.S. or less,3,36
0,0.441938953914621,1951,2,2,2,5,3,65+,Female,Black,College degree,1,45
0,0.566105719956526,1950,2,2,2,3,1,65+,Female,Black,Some college,3,23
0,3.59152663759255,1984,1,2,2,2,1,30-44,Male,Black,H.S. or less,1,42
1,1.4422806924913,1984,1,1,2,5,1,30-44,Male,White,College degree,3,25
1,0.578804535530172,1990,2,1,2,5,3,30-44,Female,White,College degree,2,37
1,4.64203343173923,1992,1,3,NA,1,3,18-29,Male,Hispanic,H.S. or less,2,40
1,0.938731798006383,1941,2,1,2,2,3,65+,Female,White,H.S. or less,2,48
0,3.29218742080651,1999,2,1,2,3,2,18-29,Female,White,Some college,5,31
